"Indicator_Name","Indicator_Number","State","Type","Value","SE","CV","CI_Lower","CI_Upper","Indicator","Year"
"24. Estimated BLM range acres with SSS = 3",10,"WA","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3)","2020"
"24. Estimated BLM range acres with SSS = 3",10,"WY","1",724801,235724,0.325,422709,1026893,"SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3)","2020"
"24. Estimated BLM range acres with SSS = 3",10,"WY","2",356708,483802,1.356,0,976725,"SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"BLM","NA",8.48,1.24,0.146,6.89,10.06,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"AZ","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"CA","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"CA","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"CO","1",5.41,4.12,0.762,0.13,10.7,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"CO","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"ID","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"ID","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"MT","1",1.43,1.01,0.701,0.15,2.72,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"MT","2",75.83,34.99,0.461,30.98,100,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"NV","1",1.53,1.13,0.74,0.08,2.99,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"NV","2",2.62,1.76,0.67,0.37,4.87,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"NM","2",60.72,8.8,0.145,49.45,71.99,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"OR","1",2.4,1.38,0.576,0.63,4.17,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"OR","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"SD","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"UT","1",3.58,3.91,1.091,0,8.6,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"UT","2",0.22,0.25,1.12,0,0.54,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"WA","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"WY","1",4.89,1.43,0.293,3.05,6.72,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated % of BLM range acres with SSS >= 3",11,"WY","2",11.45,16.03,1.4,0,31.99,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"BLM","NA",12628158,1885781,0.149,10211432,15044883,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"AZ","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"CA","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"CA","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"CO","1",90662,68749,0.758,2557,178768,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"CO","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"ID","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"ID","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"MT","1",100253,70092,0.699,10426,190079,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"MT","2",832115,526108,0.632,157880,1506349,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"NV","1",227568,168236,0.739,11966,443171,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"NV","2",892889,585477,0.656,142569,1643208,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"NM","2",8989040,1588494,0.177,6953303,11024776,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"OR","1",260907,150969,0.579,67432,454381,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"OR","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"SD","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"UT","1",42149,47989,1.139,0,103649,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"UT","2",43621,48231,1.106,0,105431,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"WA","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"WY","1",792246,236391,0.298,489299,1095193,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"Estimated BLM range acres with SSS >= 3",11,"WY","2",356708,483802,1.356,0,976725,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"BLM","NA",2.59,0.79,0.303,1.58,3.59,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"AZ","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"CA","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"CA","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"CO","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"CO","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"ID","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"ID","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"MT","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"MT","2",25.35,27.45,1.083,0,60.53,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"NV","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"NV","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"NM","2",23.36,7.09,0.304,14.27,32.45,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"OR","1",0.48,0.48,1.007,0,1.09,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"OR","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"SD","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"UT","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"UT","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"WA","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"WY","1",0.42,0.42,1.001,0,0.95,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"25. Estimated % of BLM range acres with SSS >= 4",12,"WY","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"BLM","NA",3855894,1178634,0.306,2345413,5366374,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"AZ","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"CA","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"CA","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"CO","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"CO","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"ID","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"ID","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"MT","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"MT","2",278205,296727,1.067,0,658476,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"NV","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"NV","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"NM","2",3458302,1155172,0.334,1977890,4938714,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"OR","1",51941,52344,1.008,0,119023,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"OR","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"SD","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"UT","1",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"UT","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"WA","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"WY","1",67445,67517,1.001,0,153971,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"27. Estimated BLM range acres with SSS >= 4",12,"WY","2",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"BLM","NA",65.04,2.9,0.045,61.32,68.76,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"AZ","2",76.09,8.13,0.107,65.68,86.51,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"CA","1",0,0,0,0,0,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"CA","2",0,0,0,0,0,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"CO","1",37.47,8.05,0.215,27.16,47.79,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"CO","2",55.66,12.09,0.217,40.16,71.15,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"ID","1",0,0,0,0,0,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"ID","2",0,0,0,0,0,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"MT","1",71.82,4.85,0.068,65.6,78.03,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"MT","2",24.17,34.99,1.448,0,69.02,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"NV","1",84.39,4.24,0.05,78.95,89.82,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"NV","2",79.3,4.92,0.062,72.99,85.61,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"NM","2",0,0,0,0,0,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"OR","1",72.22,3.77,0.052,67.39,77.05,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"OR","2",62.46,22.54,0.361,33.58,91.35,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"SD","2",100,98.26,0.983,0,100,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"UT","1",93.18,4.77,0.051,87.07,99.29,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"UT","2",75.44,8.86,0.117,64.08,86.8,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
"Estimated % of BLM range acres with all 3 rangeland health attributes = 1",13,"WA","2",50,49.13,0.983,0,100,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT DEPARTURE FROM REFERENCE CONDITIONS (=1)","2020"
