Indicator_Name,Indicator_Number,Ecoregion_name,Ecoregion,Value,SE,CV,CI_Lower,CI_Upper,Indicator,Year,xlab,ylab,var_type,figure_title,Index,figure_title_edit,caption
18. Estimated BLM range acres with HF >= 4,8,All.BLM.Range,All BLM Range,4084575,832539,0.2,3017261,5151890,HYDROLOGIC FUNCTION HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 4),2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4),16,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4),
18. Estimated BLM range acres with HF >= 4,8,All.BLM.Range,All BLM Range,4761595,1004924,0.21,3473733,6049457,HYDROLOGIC FUNCTION HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 4),2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4),16,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4),
18. Estimated BLM range acres with HF >= 4,8,All.BLM.Range,All BLM Range,3478948,768354,0.22,2494263,4463634,HYDROLOGIC FUNCTION HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 4),2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4),16,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4),
18. Estimated BLM range acres with HF >= 4,8,All.BLM.Range,All BLM Range,2738535,934047,0.34,1541505,3935564,HYDROLOGIC FUNCTION HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 4),2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4),16,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4),
18. Estimated BLM range acres with HF >= 4,8,All.BLM.Range,All BLM Range,1974833,693678,0.35,1085848,2863818,HYDROLOGIC FUNCTION HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 4),2019,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4),16,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4),
19. Estimated % of BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,90.1,0.74,0.01,89.16,91.04,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2015,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,17,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,
19. Estimated % of BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,93.31,0.96,0.01,92.08,94.54,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2018,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,17,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,
19. Estimated % of BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,87.24,1.38,0.02,85.47,89,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2012,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,17,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,
19. Estimated % of BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,91.4,0.77,0.01,90.42,92.39,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2011,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,17,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,
19. Estimated % of BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,91.84,0.92,0.01,90.67,93.02,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2014,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,17,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,
19. Estimated % of BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,92.22,0.93,0.01,91.03,93.41,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2016,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,17,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,
19. Estimated % of BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,94.73,0.88,0.01,93.61,95.86,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2019,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,17,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,
19. Estimated % of BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,94.14,1.09,0.01,92.74,95.54,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2017,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,17,Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ,
21. Estimated BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,120665458,1872942,0.02,118265186,123065730,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
21. Estimated BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,129038478,2988619,0.02,125208409,132868547,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
21. Estimated BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,128306585,2026637,0.02,125709345,130903825,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
21. Estimated BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,129636830,2886375,0.02,125937791,133335869,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
21. Estimated BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,119689914,2385336,0.02,116632983,122746844,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
21. Estimated BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,124688935,3541684,0.03,120148496,129229373,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
21. Estimated BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,129448263,2026419,0.02,126851303,132045223,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2019,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
21. Estimated BLM range acres with SSS <= 2,9,All.BLM.Range,All BLM Range,135842677,2017215,0.02,133257512,138427841,SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2),2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,18,BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ,
22. Estimated % of BLM range acres with SSS = 3,10,All.BLM.Range,All BLM Range,4.63,0.64,0.14,3.81,5.45,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2018,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,All.BLM.Range,All BLM Range,3.31,0.83,0.25,2.24,4.37,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2019,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,All.BLM.Range,All BLM Range,6.08,0.79,0.13,5.07,7.09,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2016,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,All.BLM.Range,All BLM Range,5.83,0.84,0.14,4.76,6.91,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2011,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,All.BLM.Range,All BLM Range,6.74,0.74,0.11,5.79,7.68,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2014,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,All.BLM.Range,All BLM Range,7.64,0.75,0.1,6.67,8.6,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2015,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,All.BLM.Range,All BLM Range,9.94,1.61,0.16,7.87,12,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2012,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
22. Estimated % of BLM range acres with SSS = 3,10,All.BLM.Range,All BLM Range,3.26,0.85,0.26,2.17,4.35,SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3),2017,Year,Percent of BLM rangeland ,percent,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,19,Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ,
